score,quote,cover,title,rank,comment_num
8.5,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1959232369.jpg,被解救的姜戈,191,251496
8.7,天使暂时离开。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p767586451.jpg,绿里奇迹,192,102879
9.2,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910832390.jpg,东京物语,193,48533
8.5,类型片的极致。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p636048104.jpg,勇闯夺命岛,194,137907
9.1,最美的飞翔。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2238274168.jpg,迁徙的鸟,195,50716
8.7,没有了退路，只好飞向自由。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p794583044.jpg,末路狂花,196,100736
8.6,出门必备：本草纲目。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465687407.jpg,荒野生存,197,123160
8.4,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584021784.jpg,青蛇,198,211838
8.6,与同名歌曲无关。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1244791866.jpg,卡萨布兰卡,199,120575
8.8,想你时你在闹海。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2163636038.jpg,哪吒闹海,200,76682
8.5,少见的超越首部的续集，动作片中的经典。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910909085.jpg,终结者2：审判日,201,136190
9.0,养狗三日，便会对你终其一生。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2297934945.jpg,忠犬八公物语,202,54650
8.5,科幻真正的魅力不是视觉效果能取代的。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p513303986.jpg,这个男人来自地球,203,171941
8.4,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173855883.jpg,变脸,204,207386
8.6,现实与童话交相辉映的旅程。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p532195562.jpg,燕尾蝶,205,105458
8.3,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p988260245.jpg,源代码,206,395738
8.4,嬉笑怒骂，调风动月。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1421018669.jpg,新龙门客栈,207,176091
8.5,生病的E.T.皮肤的颜色就像柿子饼。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p984732992.jpg,E.T. 外星人,208,147262
8.4,"In memory, love lives forever...",https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2408623752.jpg,英国病人,209,169494
9.1,最棒的西部片。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2101693489.jpg,黄金三镖客,210,49392
8.5,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p443461818.jpg,黑客帝国3：矩阵革命,211,149223
8.4,我完全康复了。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p529908155.jpg,发条橙,212,180343
8.4,每个人的内心都是深不可测的大海。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p571671715.jpg,美国丽人,213,178695
9.2,永远的小人物，伟大的卓别林。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2099815842.jpg,城市之光,214,41560
8.6,乐观比一切都有力量。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p496133870.jpg,叫我第一名,215,105236
8.4,昆汀同学越来越变态了，比北野武还杜琪峰。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p770734475.jpg,无耻混蛋,216,215915
8.3,大卫·林奇的梦境迷宫。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792248233.jpg,穆赫兰道,217,226692
8.6,我不信仰上帝，但我敬畏上帝。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p470383576.jpg,非常嫌疑犯,218,111943
8.2,黑小鸭速效美白记。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1505312273.jpg,初恋这件小事,219,441680
8.9,热血沸腾，相当完美的娱乐拳击大餐。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1145536386.jpg,勇士,220,84875
8.5,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2255040492.jpg,模仿游戏,221,243066
8.6,纯净原始的笑与感动。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2173719647.jpg,上帝也疯狂,222,92888
8.3,青春的窃窃私语。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584822570.jpg,蓝色大门,223,266104
9.0,献给所有外婆的电影。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2107418134.jpg,爱·回家,224,45644
8.6,迪士尼和皮克斯拿错剧本的产物。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1735642656.jpg,无敌破坏王,225,178030
8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2074715729.jpg,爱在午夜降临前,226,109867
8.5,每个美丽事物背后都是滴血的现实。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1244016882.jpg,血钻,227,124984
8.6,捍卫人权只是信仰，一点不妨碍其行为的残忍。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2186861098.jpg,大卫·戈尔的一生,228,86883
8.3,皇上无话儿。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p768879237.jpg,国王的演讲,229,325706
8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2259715855.jpg,房间,230,140670
8.6,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1538646661.jpg,枪火,231,95407
8.2,中国版《两杆大烟枪》。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p712241453.jpg,疯狂的石头,232,298472
8.3,有些幸福无关爱情。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173720203.jpg,曾经,233,197096
8.5,麦兜是一只很哲学的猪。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804938713.jpg,麦兜故事,234,123224
8.4,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p479565065.jpg,暖暖内含光,235,139386
8.7,一部能引人思考的科幻励志片。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2195672555.jpg,千钧一发,236,80956
8.7,愿我们都不用长大，每一座城堡都能永远存在。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2266293606.jpg,头脑特工队,237,210233
8.5,用剩余不多的时间，去燃烧整个生命。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p708613284.jpg,遗愿清单,238,121075
8.5,一个人的独角戏。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1341248319.jpg,荒岛余生,239,127189
8.6,我们长途跋涉寻找的东西，有可能一直就在身边。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1451436171.jpg,蝴蝶,240,92784
8.6,四百击的反面。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465446537.jpg,巴黎淘气帮,241,101965
8.9,充满诗意与情怀的史诗作品。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p499158228.jpg,与狼共舞,242,54342
8.5,2009媲美《第九区》的又一部科幻神作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p449399746.jpg,月球,243,137838
8.5,典型盖·里奇式的英国黑色幽默黑帮片。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p616753227.jpg,偷拐抢骗,244,112171
9.0,你要相信，这世上真的有爱存在，不管在什么年纪 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1075591188.jpg,我爱你,245,53225
8.4,小成本大魅力。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2187896711.jpg,彗星来的那一夜,246,162304
8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p672446737.jpg,步履不停,247,62082
8.3,弥漫淡淡血腥气的优雅。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1353910572.jpg,夜访吸血鬼,248,191247
8.8,仪式主义的狂欢，偏执狂的完胜。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1528763106.jpg,寿司之神,249,78829
8.6,这样确切的爱，一生只有一次。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2190558219.jpg,廊桥遗梦,250,94535
